width,height,pixels,batch1_mean,batch1_std,batch5_mean,batch5_std,batch20_mean,batch20_std
100,67,6700,0.5848893498070538,0.010712088785865135,0.5842188083566725,0.029669088822564277,0.6076827336102724,0.00886835317536475
160,107,17120,2.5404477251693605,0.352318087057195,2.30376605829224,0.06204074919650404,2.5174972830340265,0.1546982359524869
256,171,43776,9.717051049973815,0.8365186649528198,9.537493566516787,0.2545279638131174,10.046534608583897,1.0597172391982832
360,240,86400,27.206949550192803,0.7076020247332574,27.25992991672829,1.2949938688097646,27.30722412522882,0.4784773094667364
440,294,129360,49.32215088317171,1.403698690877722,47.81292296657339,0.4653884962112592,48.784669924806806,0.9149660410127419
512,342,175104,76.81320563321933,0.874998143808134,79.16843354171142,1.9276518487995882,77.84614825844764,2.082895269495739
