width,height,pixels,backward_mean,backward_std,forward_mean,forward_std
100,67,6700,0.7433529500849545,0.2244152176042065,0.9311514085158705,0.04102655413122753
160,107,17120,2.5521257001906634,0.36796169478913104,3.9785407667048274,0.7261292267615699
256,171,43776,9.853117058426141,0.8639056619654686,15.115841491613537,0.6879365647176543
360,240,86400,26.391125033143908,1.5462517162911766,44.28399117514491,6.680853099694452
440,294,129360,53.12820543339476,1.4360689242579394,81.51301186634228,6.704891279322672
512,342,175104,80.29000896690414,6.776632491690984,129.068144691363,14.988988910217557
