width,height,pixels,target_width,repeats,backward_mean,backward_std,forward_mean,forward_std,batch5_mean,batch5_std,local_dp_delta5_mean,local_dp_delta5_std,multiscale_s2_band5_mean,multiscale_s2_band5_std
100,67,6700,50,5,0.6940917502,0.12237349734753462,0.8610858749999999,0.013024363069009871,0.5890181168000002,0.0118852867740335,0.45277042519999994,0.009646706372214516,0.2513264000000003,0.004145057522491791
160,107,17120,80,5,2.411426766799999,0.07151343688687331,3.4888110666000003,0.02772755856413874,2.516919141799998,0.10847785178944734,1.8195447750000013,0.06540325784172825,0.9506912170000021,0.08151320441957438
256,171,43776,128,5,10.149813516800004,0.3764422353369266,14.787362441800004,0.1728345235924226,10.068913416800001,0.1991925875625092,6.8555337086000065,0.1797525827636972,3.3624243082000134,0.10974645722511989
360,240,86400,180,5,28.048005166600014,0.42096858669339904,42.073012066800004,1.1675342160384423,27.705421324999996,1.4513559032328653,18.423798383200005,0.24382857386781143,8.269748233199994,0.17133027465395845
440,294,129360,220,5,56.77448947519995,8.366468001156573,81.1003068002,10.228331450749968,51.834154174800005,2.7226055968870955,35.259977949999985,0.5995905190752332,15.525555199799964,0.5279461227042406
512,342,175104,256,5,84.49408930840009,1.3508022651432208,131.132994125,5.507392229199643,84.64409667500004,4.45933268695479,59.804698224999996,2.2650712180513013,27.57234377540008,1.4713884002615607
